sentence,polarity,Survey ID,cat,SVM_Predicted,NB_Predicted
"Well, it has been working good now. I was ready to buy another one because it wouldn’t print properly. I bought new ink cartridges, and it still didn’t work. By comparing the ink cartridges I found out that there was a defect on one of the new cartridges face. I never got my money back and still have the defective cartridge. So the incident left me not liking HP. I wish I had bought another Canon printer at that time.",Negative,366998719,Product Quality,Negative,Negative
"Well, it has been working good now. I was ready to buy another one because it wouldn’t print properly. I bought new ink cartridges, and it still didn’t work. By comparing the ink cartridges I found out that there was a defect on one of the new cartridges face. I never got my money back and still have the defective cartridge. So the incident left me not liking HP. I wish I had bought another Canon printer at that time.",Negative,366998719,Customer Service,Negative,Negative
"The printer is very good although sometimes it simply disconnects from the Wi-Fi connection, but in terms of the ink subscription with HP it has not gone very well for me, currently the printer does not recognize its own inks and now I have run out of ink black and they haven't sent me the new one. I don't know if it's worth it to continue paying the subscription.",Negative,367004252,Price,Negative,Negative
"The printer is very good although sometimes it simply disconnects from the Wi-Fi connection, but in terms of the ink subscription with HP it has not gone very well for me, currently the printer does not recognize its own inks and now I have run out of ink black and they haven't sent me the new one. I don't know if it's worth it to continue paying the subscription.",Negative,367004252,Product Quality,Negative,Negative
"The printer is very good although sometimes it simply disconnects from the Wi-Fi connection, but in terms of the ink subscription with HP it has not gone very well for me, currently the printer does not recognize its own inks and now I have run out of ink black and they haven't sent me the new one. I don't know if it's worth it to continue paying the subscription.",Negative,367004252,Customer Service,Negative,Negative
I'm now getting a black line down through each page when I print.,Negative,367009795,Others,Positive,Negative
"1 The HP app will not allow the use of other suppliers ink. We are than forced to use HP cartridges which are not commercially the best.

2. We had to set up the printer quickly as a replacement for the previous model . your web site led us to a third party supplier , who conned us out of ewe used one of your",Negative,367040315,Price,Negative,Negative
"1 The HP app will not allow the use of other suppliers ink. We are than forced to use HP cartridges which are not commercially the best.

2. We had to set up the printer quickly as a replacement for the previous model . your web site led us to a third party supplier , who conned us out of ewe used one of your",Negative,367040315,Product Quality,Negative,Negative
"1 The HP app will not allow the use of other suppliers ink. We are than forced to use HP cartridges which are not commercially the best.

2. We had to set up the printer quickly as a replacement for the previous model . your web site led us to a third party supplier , who conned us out of ewe used one of your",Negative,367040315,Customer Service,Negative,Negative
Plz do not buy hp printers. They will refuse service citing any non sense reason. Epson is rather great in color printing with same day service and resolution,Negative,367085247,Product Quality,Positive,Positive
Plz do not buy hp printers. They will refuse service citing any non sense reason. Epson is rather great in color printing with same day service and resolution,Negative,367085247,Customer Service,Positive,Positive
"False advertising,  you said your printer connection is via Bluetooth,? But it don't work by Bluetooth unless it's via another HP App and vi'a Wi-Fi aswel , so dosnt work eith Bluetooth connection only, as advertised on amazon and elsewhere,  forcing everyone to download yiur hp apps which just  like your wifi technology is very problematic hardly ever works, had 3 previous hp printers all was a knightmare ink runs dry very quick very few pages printed before it tuns out and 80% of the time impossible to get connected via your printer wifi knightmare set up security settings direct , or ip address none of the methods work",Negative,367088454,Others,Positive,Negative
I have always had hp printers and was satisfied with them.  The price of the ink cartridges was the big drawback.  I print a lot so I am hoping the tank printers save me money.,Positive,367088794,Price,Positive,Positive
"This is the second HP printer I have purchased and had problems with in the past month. The 7602 was the worst.  It started with an ""ADF"" paper jam message before any paper had been introduced into the printer.  I am still getting this massage which will then not allow me to print or scan documents until I open the document feeder and the scanning bed before printing.  There is no paper in the ADF during these occasions.  During initial setup, It also said that the print cartridge carriage was jammed and unable to move.  While talking to HP tech support I noticed that the gray top on the print cartridge carriage was loose.  I opened the carriage top and successfully snapped the cover down while waiting for another solution from the tech rep.  It solved the carriage problem. The gray cover had apparently been left unfastened during factory assembly and was not covered in any of the setup instructions. The ADF issue is still a problem with this printer.",Negative,367097490,Customer Service,Positive,Negative
